1つ	ヒトツ
半纏	ハンテン
半袖	ハンソデ
半襟	ハンエリ
半身	ハンシン
半面	ハンメン
卑怯	ヒキョウ
卑見	ヒケン
卒	ソツ
卒中	ソッチュウ
卒塔婆	ソトウバ
卒業生	ソツギョウセイ
卒然	ソツゼン
卓	タク
卓上	タクジョウ
協会	キョウカイ
南	ミナミ
南側	ミナミガワ
南無阿弥陀仏	ナムアミダブツ
南瓜	カボチャ
南蛮	ナンバン
南部	ナンブ
単独	タンドク
単簡	タンカン
単純	タンジュン
単語	タンゴ
単調	タンチョウ
博士	ハカセ
博物	ハクブツ
博物館	ハクブツカン
印	シルシ
印形	インギョウ
印材	インザイ
印籠	インロウ
印象	インショウ
印象派	インショウハ
印鑑	インカン
危き	キキ
危害	キガイ
危機一髪	キキイッパツ
危篤	キトク
即ち	スナワチ
即効	ソッコウ
即夜	ソクヤ
即席	ソクセキ
即座	ソクザ
卵	タマゴ
卵焼き	タマゴヤキ
卸	オロシ
厄	ワザワイ
厚意	コウイ
原則	ゲンソク
原因	ゲンイン
原泉	ハライズミ
原理	ゲンリ
原稿	ゲンコウ
原色	ゲンショク
原論	ゲンロン
原資	ゲンシ
厠	カワヤ
厨	クリヤ
厨子	ズシ
厩	ウマヤ
厭き	アキ
厭世	エンセイ
厭味	イヤミ
厳寒	ゲンカン
叉	マタ
友	トモ
友だち	トモダチ
友人	ユウジン
友情	ユウジョウ
友愛	ユウアイ
友達	トモダチ
双六	スゴロク
双子	フタゴ
双幅	ソウフク
双方	ソウホウ
双眸	ソウボウ
反り	ソリ
反動	ハンドウ
反古	ホゴ
反感	ハンカン
反照	ハンショウ
反物	タンモノ
反身	ソリミ
収入	シュウニュウ
収益	シュウエキ
叔母	オバ
叔母さん	オバサン
叔父	オジ
叔父さん	オジサン
取って	トッテ
取りかえし	トリカエシ
取りつき	トリツキ
取り付き	トリツキ
取り得	トリドク
取り扱	トリアツカイ
取り消し	トリケシ
取り立て	トリタテ
取り返し	トリカエシ
取付	トリツケ
取合せ	トリアワセ
取扱	トリアツカイ
取扱い	トリアツカイ
取次	トリツギ
取残	トリノコシ
取消	トリケシ
取計	トリハカライ
取計らい	トリハカライ
取調べ	トリシラベ
取越苦労	トリコシグロウ
取返し	トリカエシ
受けて	ウケテ
受け身	ウケミ
受取り	ウケトリ
受合	ウケアイ
受売	ウケウリ
受持	ウケモチ
受持ち	ウケモチ
叡智	エイチ
口	クチ
口々	クチグチ
口づけ	クチヅケ
口上	コウジョウ
口中	クチジュウ
口元	クチモト
口先	クチサキ
口取	クチトリ
口吻	コウフン
口実	コウジツ
口振	クチブリ
口数	クチカズ
口気	コウキ
口癖	クチグセ
口笛	クチブエ
口紅	クチベニ
口絵	クチエ
口舌	コウゼツ
口調	クチョウ
口金	クチガネ
古	フル
古人	コジン
古今	ココン
古代	コダイ
古史	コシ
古川	フルカワ
古往今来	コオウコンライ
古本屋	フルホンヤ
古来	コライ
古流	コリュウ
古渡	コワタリ
古物	フルモノ
古狸	フルダヌキ
古着	フルギ
古語	コゴ
句	ク
句読	クトウ
只	タダ
只事	タダゴト
只今	タダイマ
叫び	サケビ
叫び声	サケビゴエ
召使	メシツカイ
召使い	メシツカイ
叮嚀	テイネイ
可	カ
可哀そう	カワイソウ
台	ダイ
台なし	ダイナシ
台場	ダイバ
台所	ダイドコロ
右	ミギ
右側	ミギガワ
右向	ミギムキ
右大臣	ウダイジン
右左	ミギヒダリ
右手	ミギテ
右腕	ウワン
号外	ゴウガイ
号砲	ゴウホウ
各々	オノオノ
各位	カクイ
各地	カクチ
各社	カクシャ
各部	カクブ
合	ゴウ
合せ	アワセ
合の子	アイノコ
合板	ゴウハン
合法	ゴウホウ
合間	アイマ
吉野紙	ヨシノガミ
同じく	ドウジク
同一	ドウイツ
同上	ドウジョウ
同人	ドウジン
同勢	ドウゼイ
同君	ドウクン
同型	ドウケイ
同士	ドウシ
同年輩	ドウネンパイ
同志	ドウシ
同性	ドウセイ
同族	ドウゾク
同時	ドウジ
同窓	ドウソウ
同等	ドウトウ
同級	ドウキュウ
同級生	ドウキュウセイ
同義語	ドウギゴ
同輩	ドウハイ
同郷	ドウキョウ
同類	ドウルイ
名	ナ
名なし	ナナシ
名主	ナヌシ
名乗り	ナノリ
名人	メイジン
名僧	メイソウ
名優	メイユウ
名刀	メイトウ
名刺	メイシ
名前	ナマエ
名医	メイイ
名宛	ナアテ
名折れ	ナオレ
名文	メイブン
名札	ナフダ
名案	メイアン
名残り	ナゴリ
名産	メイサン
名目	メイモク
名称	メイショウ
名筆	メイヒツ
名答	メイトウ
名簿	メイボ
名詞	メイシ
名論	メイロン
吐き気	ハキケ
吐月峰	トゲッポウ
吐気	ハキケ
向い	ムカイ
向い合	ムカイアワセ
向い合せ	ムカイアワセ
向う	ムコウ
向う側	ムコウガワ
向う岸	ムコウギシ
向き	ムキ
向こう	ムコウ
向上心	コウジョウシン
向側	ムコウガワ
君子	クンシ
君臣	クンシン
吝嗇	リンショク
否	イナ
否や	イナヤ
吸い殻	スイガラ
吸い物	スイモノ
吸口	スイクチ
吹き寄せ	フキヨセ
吹き矢	フキヤ
吾	ワレ
吾妻	アヅマ
呂	リョ
呂律	ロレツ
呆然	ボウゼン
呉服	ゴフク
呉絽	ゴロ
呑み込み	ノミコミ
呑舟	ドンシュウ
周	シュウ
周り	マワリ
周囲	シュウイ
呪い	ノロイ
味	アジ
味噌	ミソ
味噌汁	ミソシル
呵責	カシャク
呼	コ
呼子	ヨビコ
命	イノチ
命取り	イノチトリ
命懸け	イノチガケ
命題	メイダイ
咄嗟	トッサ
和	ワ
和名	ワメイ
和尚	オショウ
和歌	ワカ
和製	ワセイ
和食	ワショク
咎	トガ
咎め立	トガメダテ
咎め立て	トガメダテ
咳	セキ
咳ばらい	セキバライ
咳払い	セキバライ
咽	ノンド
咽喉	インコウ
哀愁	アイシュウ
品	シナ
品位	ヒンイ
品性	ヒンセイ
品数	シナカズ
品格	ヒンカク
品物	シナモノ
品目	ヒンモク
品種	ヒンシュ
品行	ヒンコウ
哲人	テツジン
哲学	テツガク
哲理	テツリ
哺乳類	ホニュウルイ
唄	ウタ
唇	クチビル
唐	トウ
唐めい	トウメイ
唐人	トウジン
唐変木	トウヘンボク
唐木	トウボク
唐桟	トウザン
唐津	カラツ
唐物	トウブツ
唐皮	カラカワ
唐紙	カラカミ
唐縮緬	トウチリメン
唐茄子	トウナス
唐草	カラクサ
唐辛子	トウガラシ
唖	オシ
唯々	イイ
唯一	ユイイツ
唱歌	ショウカ
唾	ツバ
唾液	ダエキ
商	ショウ
商人	ショウニン
商業	ショウギョウ
問	トイ
問い	トイ
問屋	トンヤ
善	ゼン
善い	ヨイ
善し悪し	ヨシアシ
善人	ゼンニン
善後	ゼンゴ
善悪	ゼンアク
善意	ゼンイ
善行	ゼンコウ
喇叭	ラッパ
喉	ノド
喉仏	ノドボトケ
喉笛	ノドブエ
喋	チョウ
喋々	チョウチョウ
喜	キ
喜び	ヨロコビ
喜劇	キゲキ
喝	カツ
喧嘩腰	ケンカゴシ
喩え	タトエ
喪家	ソウカ
喫茶店	キッサテン
喬木	タカギ
営み	イトナミ
営養	エイヨウ
嗅覚	キュウカク
嘘	ウソ
嘘つき	ウソツキ
嘘八百	ウソハッピャク
嘴	クチバシ
器械	キカイ
器量	キリョウ
噴火山	フンカザン
噺	ハナシ
嚆矢	コウシ
嚔	クサメ
嚢中	ノウチュウ
嚥	エン
囁き	ササヤキ
囃子	ハヤシ
囚人	シュウジン
四つ	ヨッツ
四つ目	ヨツメ
四つ角	ヨツカド
四六時中	シロクジチュウ
四半分	シハンブン
四方	シホウ
四方八方	シホウハッポウ
四畳半	ヨジョウハン
四百四病	シヒャクシビョウ
四肢	シシ
四角	シカク
四辺	シヘン
四隅	ヨスミ
四隣	シリン
回	カイ
因果	インガ
因縁	インネン
因襲	インシュウ
団体	ダンタイ
団子	ダンゴ
団扇	ウチワ
団栗	ドングリ
困苦	コンク
囲い	カコイ
囲炉裏	イロリ
囲碁	イゴ
図	ズ
図書館	トショカン
図案	ズアン
図画	ズガ
固形	コケイ
固有	コユウ
国	クニ
国事	コクジ
国元	クニモト
国名	コクメイ
国境	コッキョウ
国家	コッカ
国師	コクシ
国旗	コッキ
国柄	クニガラ
国民	コクミン
国産	コクサン
国語	コクゴ
国賊	コクゾク
国際	コクサイ
園	エン
園芸	エンゲイ
園遊会	エンユウカイ
土	ド
土中	ドチュウ
土俵	ドヒョウ
土俵際	ドヒョウギワ
土偶	ドグウ
土台	ドダイ
土器	ドキ
土地	トチ
土塀	ドベイ
土手	ドテ
土産	ミヤゲ
土産もの	ミヤゲモノ
土用	ドヨウ
土百姓	ドビャクショウ
土管	ドカン
土間	ドマ
圧し	オシ
在	ザイ
在処	アリカ
在所	ザイショ
在来	ザイライ
地	チ
地べた	ジベタ
地上	チジョウ
地下	チカ
地中	チチュウ
地位	チイ
地区	チク
地名	チメイ
地図	チズ
地域	チイキ
地層	チソウ
地帯	チタイ
地平線	チヘイセン
地形	チケイ
地方	チホウ
地獄	ジゴク
地球	チキュウ
地理	チリ
地蔵	ジゾウ
地軸	チジク
地金	ジガネ
地震	ジシン
地面	ジメン
坂	サカ
均一	キンイツ
坊	ボウ
坊さん	ボウサン
坊ちゃん	ボッチャン
坊っちゃん	ボッチャン
坊や	ボウヤ
坊主	ボウズ
坐り	スワリ
坐禅	ザゼン
垂れ	タレ
型	カタ
垢	アカ
垢抜け	アカヌケ
垢擦り	アカスリ
垣	カキ
垣根	カキネ
垣根越し	カキネゴシ
埃	ホコリ
城下	ジョウカ
城主	ジョウシュ
城壁	ジョウヘキ
埒	ラチ
域	イキ
執着心	シュウチャクシン
基	モト
基本	キホン
基点	キテン
基督教	キリストキョウ
基調	キチョウ
堀	ホリ
堂	ドウ
堅気	カタギ
堅炭	カタズミ
堤	ツツミ
堤防	テイボウ
堰	セキ
報酬	ホウシュウ
場	バ
場うて	バウテ
場内	ジョウナイ
場所	バショ
場末	バスエ
堵	ト
塀	ヘイ
塊	カタマリ
塔婆	トウバ
塗	ヌリ
塗り	ヌリ
塗り絵	ヌリエ
塗り薬	ヌリグスリ
塞ぎ	フサギ
塩	シオ
塩気	シオケ
塩水	エンスイ
塵	チリ
塾	ジュク
境	サカイ
境内	ケイダイ
境界	キョウカイ
境遇	キョウグウ
墓	ハカ
墓参り	ハカマイリ
墓地	ボチ
墓場	ハカバ
墓標	ボヒョウ
墓石	ハカイシ
墓碑銘	ボヒメイ
増	ゾウ
増上慢	ゾウジョウマン
墨	スミ
墳墓	フンボ
壁	カベ
壁際	カベギワ
士	シ
士官	シカン
士族	シゾク
壮士	ソウシ
壮観	ソウカン
声	コエ
壱	イチ
売れ残り	ウレノコリ
売品	バイヒン
売渡	ウリワタシ
売薬	バイヤク
壺	ツボ
変	ヘン
変ち	ヘンチ
変り	カワリ
変り者	カワリモノ
変人	ヘンジン
変物	ヘンブツ
変種	ヘンシュ
夏	ナツ
夏みかん	ナツミカン
夏休み	ナツヤスミ
夏服	ナツフク
夏蜜柑	ナツミカン
夕ごはん	ユウゴハン
夕べ	ユウベ
夕暮	ユウグレ
夕焼け	ユウヤケ
夕立	ユウダチ
夕立ち	ユウダチ
夕闇	ユウヤミ
夕陽	ユウヒ
夕食	ユウショク
夕飯	ユウハン
外	ソト
外れ	ハズレ
外側	ソトガワ
外国	ガイコク
外套	ガイトウ
外字	ガイジ
外濠	ソトボリ
外界	ガイカイ
外聞	ガイブン
外見	ガイケン
外観	ガイカン
外部	ガイブ
外郭	ガイカク
外面	ガイメン
多	オオ
多事	タジ
多人数	タニンズウ
多勢	タゼイ
多妻	タサイ
多少	タショウ
多忙	タボウ
多病	タビョウ
多祥	タショウ
多角	タカク
多量	タリョウ
夜なか	ヨナカ
夜なが	ヨナガ
夜中	ヨナカ
夜光	ヤコウ
夜具	ヤグ
夜回り	ヨマワリ
夜寒	ヨサム
夜店	ヨミセ
夜明け	ヨアケ
夜昼	ヨルヒル
夜景	ヤケイ
夜更け	ヨフケ
夜桜	ヨザクラ
夜番	ヨバン
夜目	ヨメ
夜着	ヨギ
夜空	ヨゾラ
夜道	ヨミチ
夜長	ヨナガ
夜間	ヤカン
夜陰	ヤイン
夜露	ヨツユ
夜食	ヤショク
夢	ユメ
夢幻	ムゲン
大	ダイ
大て	オオテ
大の字	ダイノジ
大もの	オオモノ
大人	オトナ
大会	タイカイ
大兄	タイケイ
大入	オオイリ
大刀	タチ
大勢	タイセイ
大半	タイハン
大厄	タイヤク
大同小異	ダイドウショウイ
大名	ダイミョウ
大和魂	ヤマトダマシイ
大国	タイコク
大地	ダイチ
大声	オオゴエ
大学	ダイガク
大学生	ダイガクセイ
大学院	ダイガクイン
大家	オオヤ
大将	タイショウ
大小	ダイショウ
大島紬	オオシマツムギ
大川	オオカワ
大工	ダイク
大差	タイサ
大師	ダイシ
大当り	オオアタリ
大戦	タイセン
大戸	オオド
大手	オオテ
大抵	タイテイ
大振り	オオブリ
大方	オオカタ
大根	ダイコン
大根卸	ダイコンオロシ
大概	タイガイ
大樹	ダイキ
大気	タイキ
大水	ダイスイ
大河	タイガ
大海	オオウミ
大王	ダイオウ
大目	オオメ
大礼	タイレイ
大福	ダイフク
大穴	オオアナ
大空	オオゾラ
大筋	オオスジ
大納言	ダイナゴン
大義名分	タイギメイブン
大股	オオマタ
大臣	ダイジン
大船	オオブネ
大蒜	ニンニク
大詔	タイショウ
大豆	ダイズ
大通り	オオドオリ
大道	ダイドウ
大部	オオブ
大金持ち	オオガネモチ
大隊	ダイタイ
大雪	オオユキ
大黒柱	ダイコクバシラ
天	テン
天が下	アメガシタ
天の川	アマノガワ
天の河	アマノガワ
天ぷら	テンプラ
天上	テンジョウ
天下	テンカ
天下わけ目	テンカワケメ
天主	テンシュ
天丼	テンドン
天井	テンジョウ
天人	テンニン
天体	テンタイ
天保	テンポウ
天保銭	テンポウセン
天命	テンメイ
天国	テンゴク
天地	テンチ
天地玄黄	テンチゲンコウ
天地開闢	テンチカイビャク
天女	テンニョ
天子	テンシ
天寿	テンジュ
天性	テンセイ
天意	テンイ
天才	テンサイ
天日	テンジツ
天明	テンメイ
天来	テンライ
天気	テンキ
天涯	テンガイ
天然	テンネン
天然痘	テンネントウ
天狗	テング
天皇	テンノウ
天目	テンモク
天真爛漫	テンシンランマン
天秤棒	テンビンボウ
天稟	テンピン
天網	テンモウ
天罰	テンバツ
天職	テンショク
天蚕	テンサン
天誅	テンチュウ
天辺	テッペン
天道	テントウ
天長節	テンチョウセツ
天降	アマクダリ
天麩羅	テンプラ
太刀	タチ
太平	タイヘイ
太平楽	タイヘイラク
太政大臣	ダジョウダイジン
太神楽	ダイカグラ
太織	フトオリ
太陽	タイヨウ
太鼓	タイコ
夫	オット
夫人	フジン
夫婦	フウフ
夫婦づれ	フウフヅレ
夫婦連	フウフヅレ
夫子	フウシ
失	シツ
失体	シッタイ
失敗談	シッパイダン
奇	キ
奇人	キジン
奇問	キモン
奇抜	キバツ
奇特	キトク
奇行	キコウ
奇観	キカン
奇談	キダン
奇警	キケイ
奇蹟	キセキ
奔命	ホンメイ
奥	オク
奥さま	オクサマ
奥さん	オクサン
奥山	オクヤマ
奥底	オクソコ
奥方	オクガタ
奥様	オクサマ
奥歯	オクバ
奥行	オクユキ
奥行き	オクユキ
奮然	フンゼン
女	オンナ
女なん	ジョナン
女の子	オンナノコ
女中	ジョチュウ
女人	ニョニン
女児	ジョジ
女史	ジョシ
女子	ジョシ
女子大	ジョシダイ
女学校	ジョガッコウ
女学生	ジョガクセイ
女官	ニョカン
女形	オンナガタ
女性	ジョセイ
女房	ニョウボウ
女給	ジョキュウ
女郎	ジョロウ
奴	ヤツ
奴さん	ヤッコサン
奴凧	ヤッコダコ
奴輩	ドハイ
奴隷	ドレイ
奸物	カンブツ
好い	ヨイ
好き嫌い	スキキライ
好み	コノミ
好事家	コウズカ
好人物	コウジンブツ
好例	コウレイ
好奇	コウキ
好意	コウイ
好漢	コウカン
好物	コウブツ
好男子	コウダンシ
好色	コウショク
好逑	コウキュウ
好都合	コウツゴウ
如く	ゴトク
