大戎	オオエビス
大阪市庭井	オオサカシニワイ
おおさかシネマフェスティバル	オオサカシネマフェスティバル
大阪市農人橋	オオサカシノウニンバシ
大阪市野江	オオサカシノエ
大阪市野崎町	オオサカシノザキチョウ
大阪市野里	オオサカシノザト
大阪市野田	オオサカシノダ
大阪市の地名	オオサカシノチメイ
大阪市野中北	オオサカシノナカキタ
大阪市野中南	オオサカシノナカミナミ
大阪市の不祥事	オオサカシノフショウジ
大阪市萩之茶屋	オオサカシハギノチャヤ
大阪市博物館機構	オオサカシハクブツカンキコウ
大阪市橋本町	オオサカシハシモトチョウ
大阪市花川	オオサカシハナカワ
大阪市花園北	オオサカシハナゾノキタ
大阪市花園南	オオサカシハナゾノミナミ
大阪市放出西	オオサカシハナテンニシ
大阪市放出東	オオサカシハナテンヒガシ
大阪市母と子の共励会	オオサカシハハトコノキョウレイカイ
大阪市浜	オオサカシハマ
大阪市浜口西	オオサカシハマグチニシ
大阪市浜口東	オオサカシハマグチヒガシ
大阪市林寺	オオサカシハヤシジ
大阪市針中野	オオサカシハリナカノ
大阪市播磨町	オオサカシハリマチョウ
大阪市阪南町	オオサカシハンナンチョウ
大阪市梅香	オオサカシバイカ
大阪市梅南	オオサカシバイナン
大阪市博労町	オオサカシバクロウマチ
大阪市万歳町	オオサカシバンザイチョウ
大阪市万代	オオサカシバンダイ
大阪市万代東	オオサカシバンダイヒガシ
大阪市馬場町	オオサカシバンバチョウ
大阪市東淡路	オオサカシヒガシアワジ
大阪市東今里	オオサカシヒガシイマザト
大阪市東小橋	オオサカシヒガシオバセ
大阪市東加賀屋	オオサカシヒガシカガヤ
大阪市東区	オオサカシヒガシク
大阪市東高津町	オオサカシヒガシコウヅチョウ
大阪市東高麗橋	オオサカシヒガシコウライバシ
大阪市東粉浜	オオサカシヒガシコハマ
大阪市東心斎橋	オオサカシヒガシシンサイバシ
大阪市東住吉区	オオサカシヒガシスミヨシク
大阪市東住吉区今川	オオサカシヒガシスミヨシクイマガワ
大阪市東住吉区今林	オオサカシヒガシスミヨシクイマバヤシ
大阪市東住吉区北田辺	オオサカシヒガシスミヨシクキタタナベ
大阪市東住吉区杭全	オオサカシヒガシスミヨシククマタ
大阪市東住吉区桑津	オオサカシヒガシスミヨシククワヅ
大阪市東住吉区公園南矢田	オオサカシヒガシスミヨシクコウエンミナミヤタ
大阪市東住吉区駒川	オオサカシヒガシスミヨシクコマガワ
大阪市東住吉区住道矢田	オオサカシヒガシスミヨシクスンジヤタ
大阪市東住吉区鷹合	オオサカシヒガシスミヨシクタカアイ
大阪市東住吉区田辺	オオサカシヒガシスミヨシクタナベ
大阪市東住吉区中野	オオサカシヒガシスミヨシクナカノ
大阪市東住吉区長居公園	オオサカシヒガシスミヨシクナガイコウエン
大阪市東住吉区西今川	オオサカシヒガシスミヨシクニシイマガワ
大阪市東住吉区針中野	オオサカシヒガシスミヨシクハリナカノ
大阪市東住吉区東田辺	オオサカシヒガシスミヨシクヒガシタナベ
大阪市東住吉区南田辺	オオサカシヒガシスミヨシクミナミタナベ
大阪市東住吉区矢田	オオサカシヒガシスミヨシクヤタ
大阪市東住吉区山坂	オオサカシヒガシスミヨシクヤマサカ
大阪市東住吉区湯里	オオサカシヒガシスミヨシクユザト
大阪市東田辺	オオサカシヒガシタナベ
大阪市東天満	オオサカシヒガシテンマ
大阪市東中島	オオサカシヒガシナカジマ
大阪市東中浜	オオサカシヒガシナカハマ
大阪市東中本	オオサカシヒガシナカモト
大阪市東成区	オオサカシヒガシナリク
大阪市東成区大今里	オオサカシヒガシナリクオオイマザト
大阪市東成区大今里西	オオサカシヒガシナリクオオイマザトニシ
大阪市東成区大今里南	オオサカシヒガシナリクオオイマザトミナミ
大阪市東成区神路	オオサカシヒガシナリクカミジ
大阪市東成区玉津	オオサカシヒガシナリクタマツ
大阪市東成区中道	オオサカシヒガシナリクナカミチ
大阪市東成区中本	オオサカシヒガシナリクナカモト
大阪市東成区東今里	オオサカシヒガシナリクヒガシイマザト
大阪市東成区東小橋	オオサカシヒガシナリクヒガシオバセ
大阪市東成区東中本	オオサカシヒガシナリクヒガシナカモト
大阪市東成区深江北	オオサカシヒガシナリクフカエキタ
大阪市東成区深江南	オオサカシヒガシナリクフカエミナミ
大阪市東野田町	オオサカシヒガシノダマチ
大阪市東三国	オオサカシヒガシミクニ
大阪市東淀川区	オオサカシヒガシヨドガワク
大阪市東淀川区相川	オオサカシヒガシヨドガワクアイカワ
大阪市東淀川区淡路	オオサカシヒガシヨドガワクアワジ
大阪市東淀川区井高野	オオサカシヒガシヨドガワクイタカノ
大阪市東淀川区大隅	オオサカシヒガシヨドガワクオオスミ
大阪市東淀川区上新庄	オオサカシヒガシヨドガワクカミシンジョウ
大阪市東淀川区北江口	オオサカシヒガシヨドガワクキタエグチ
大阪市東淀川区柴島	オオサカシヒガシヨドガワククニジマ
大阪市東淀川区小松	オオサカシヒガシヨドガワクコマツ
大阪市東淀川区下新庄	オオサカシヒガシヨドガワクシモシンジョウ
大阪市東淀川区菅原	オオサカシヒガシヨドガワクスガハラ
大阪市東淀川区瑞光	オオサカシヒガシヨドガワクズイコウ
大阪市東淀川区大桐	オオサカシヒガシヨドガワクダイドウ
大阪市東淀川区大道南	オオサカシヒガシヨドガワクダイドウミナミ
大阪市東淀川区豊里	オオサカシヒガシヨドガワクトヨサト
大阪市東淀川区西淡路	オオサカシヒガシヨドガワクニシアワジ
大阪市東淀川区東淡路	オオサカシヒガシヨドガワクヒガシアワジ
大阪市東淀川区東中島	オオサカシヒガシヨドガワクヒガシナカジマ
大阪市東淀川区豊新	オオサカシヒガシヨドガワクホウシン
大阪市東淀川区南江口	オオサカシヒガシヨドガワクミナミエグチ
大阪市悲田院町	オオサカシヒデンインチョウ
大阪市樋之口町	オオサカシヒノクチチョウ
大阪市姫里	オオサカシヒメサト
大阪市姫島	オオサカシヒメシマ
大阪市百島	オオサカシヒャクシマ
大阪市平尾	オオサカシヒラオ
大阪市平野市町	オオサカシヒラノイチマチ
大阪市平野上町	オオサカシヒラノウエマチ
大阪市平野北	オオサカシヒラノキタ
大阪市平野区	オオサカシヒラノク
大阪市平野区瓜破	オオサカシヒラノクウリワリ
大阪市平野区瓜破西	オオサカシヒラノクウリワリニシ
大阪市平野区瓜破東	オオサカシヒラノクウリワリヒガシ
大阪市平野区瓜破南	オオサカシヒラノクウリワリミナミ
大阪市平野区加美北	オオサカシヒラノクカミキタ
大阪市平野区加美鞍作	オオサカシヒラノクカミクラツクリ
大阪市平野区加美正覚寺	オオサカシヒラノクカミショウガクジ
大阪市平野区加美西	オオサカシヒラノクカミニシ
大阪市平野区加美東	オオサカシヒラノクカミヒガシ
大阪市平野区加美南	オオサカシヒラノクカミミナミ
大阪市平野区喜連	オオサカシヒラノクキレ
大阪市平野区喜連西	オオサカシヒラノクキレニシ
大阪市平野区喜連東	オオサカシヒラノクキレヒガシ
大阪市平野区背戸口	オオサカシヒラノクセトグチ
大阪市平野区長吉川辺	オオサカシヒラノクナガヨシカワナベ
大阪市平野区長吉出戸	オオサカシヒラノクナガヨシデト
大阪市平野区長吉長原	オオサカシヒラノクナガヨシナガハラ
大阪市平野区長吉長原西	オオサカシヒラノクナガヨシナガハラニシ
大阪市平野区長吉長原東	オオサカシヒラノクナガヨシナガハラヒガシ
大阪市平野区長吉六反	オオサカシヒラノクナガヨシロクタン
