国鉄球団	コクテツキュウダン
国立ハンセン病療養所	コクリツハンセンビョウリョウヨウジョ
国立磐梯青少年交流の家	コクリツバンダイセイショウネンコウリュウノイエ
国立日高青少年自然の家	コクリツヒダカセイショウネンシゼンノイエ
国立広島原爆死没者追悼平和祈念館	コクリツヒロシマゲンバクシボツシャツイトウヘイワキネンカン
国立美術館	コクリツビジュツカン
国立病院	コクリツビョウイン
国立病院機構	コクリツビョウインキコウ
国立病院機構旭川医療センター	コクリツビョウインキコウアサヒカワイリョウセンター
国立病院機構宇都宮病院	コクリツビョウインキコウウツノミヤビョウイン
国立病院機構岡山市立金川病院	コクリツビョウインキコウオカヤマシリツカナガワビョウイン
国立病院機構帯広病院	コクリツビョウインキコウオビヒロビョウイン
国立病院機構九州医療センター	コクリツビョウインキコウキュウシュウイリョウセンター
国立病院機構九州がんセンター	コクリツビョウインキコウキュウシュウガンセンター
国立病院機構京都医療センター	コクリツビョウインキコウキョウトイリョウセンター
国立病院機構熊本医療センター	コクリツビョウインキコウクマモトイリョウセンター
国立病院機構久里浜医療センター	コクリツビョウインキコウクリハマイリョウセンター
国立病院機構高知病院	コクリツビョウインキコウコウチビョウイン
国立病院機構相模原病院	コクリツビョウインキコウサガミハラビョウイン
国立病院機構敦賀医療センター	コクリツビョウインキコウスルファイリョウセンター
国立病院機構東京医療センター	コクリツビョウインキコウトウキョウイリョウセンター
国立病院機構東京病院	コクリツビョウインキコウトウキョウビョウイン
国立病院機構長崎医療センター	コクリツビョウインキコウナガサキイリョウセンター
国立病院機構長崎病院	コクリツビョウインキコウナガサキビョウイン
国立病院機構函館病院	コクリツビョウインキコウハコダテビョウイン
国立病院機構原病院	コクリツビョウインキコウハラビョウイン
国立病院機構福岡病院	コクリツビョウインキコウフクオカビョウイン
国立病院機構北陸病院	コクリツビョウインキコウホクリクビョウイン
国立病院機構北海道医療センター	コクリツビョウインキコウホッカイドウイリョウセンター
国立病院機構北海道がんセンター	コクリツビョウインキコウホッカイドウガンセンター
国立病院機構宮崎病院	コクリツビョウインキコウミヤザキビョウイン
国立病院機構盛岡医療センター	コクリツビョウインキコウモリオカイリョウセンター
国立病院機構八雲病院	コクリツビョウインキコウヤクモビョウイン
国立病院立ち枯れ作戦	コクリツビョウインタチガレサクセン
国立病院ダイエット	コクリツビョウインダイエット
国立武陵高級中学	コクリツブリョウコウキュウチュウガク
国立文化宮殿	コクリツブンカキュウデン
国立文化財機構	コクリツブンカザイキコウ
国立文楽劇場	コクリツブンラクゲキジョウ
国立プレス （株）	コクリツプレスカブシキガイシャ
国立プレス株式会社	コクリツプレスカブシキガイシャ
国立プレス(株)	コクリツプレスカブシキガイシャ
国立プレス（株）	コクリツプレスカブシキガイシャ
国立プレス 株式会社	コクリツプレスカブシキガイシャ
コクリツプレスカブシキガイシャ	コクリツプレスカブシキガイシャ
国立屏東教育大学	コクリツヘイトウキョウイクダイガクダイガク
国立屏東高級中学	コクリツヘイトウコウキュウチュウガク
国立屏東商業技術学院	コクリツヘイトウショウギョウギジュツガクイン
国立屏東大学	コクリツヘイトウダイガク
国立保健医療科学院	コクリツホケンイリョウカガクイン
国立北港高級農工職業学校	コクリツホッコウコウキュウノウコウショクギョウガッコウ
国立宮古海上技術短期大学校	コクリツミヤコカイジョウギジュツタンキダイガッコウ
国立民族学博物館	コクリツミンゾクガクハクブツカン
国立民族楽器博物館	コクリツミンゾクガッキハクブツカン
国立民族芸術団	コクリツミンゾクゲンジュツダン
国立民博	コクリツミンパク
国立武蔵野学院	コクリツムサシノガクイン
国立メディア芸術総合センター	コクリツメディアゲイジュツソウゴウセンター
国立薬物乱用治療庁	コクリツヤクブツランヨウチリョウチョウ
国立陽明大学	コクリツヨウメイダイガク
国立代々木競技場	コクリツヨヨギキョウギジョウ
国立リハビリテーションセンター	コクリツリハビリテーションセンター
国立療養所	コクリツリョウヨウショ
国立療養所松丘保養園	コクリツリョウヨウショマツオカホヨウエン
国立療養所宮古南静園	コクリツリョウヨウショミヤコナンセイエン
国立療養所	コクリツリョウヨウジョ
国立療養所奄美和光園	コクリツリョウヨウジョアマミワコウエン
国立療養所大島青松園	コクリツリョウヨウジョオオシマセイショウエン
国立療養所沖縄愛楽園	コクリツリョウヨウジョオキナワアイラクエン
国立療養所菊池恵楓園	コクリツリョウヨウジョキクチケイフウエン
国立療養所栗生楽泉園	コクリツリョウヨウジョクリウラクセンエン
国立療養所多磨全生園	コクリツリョウヨウジョタマゼンショウエン
国立療養所東京病院附属リハビリテーション学院	コクリツリョウヨウジョトウキョウビョウインフゾクリハビリテーションガクイン
国立療養所東北新生園	コクリツリョウヨウジョトウホクシンセイエン
国立療養所長島愛生園	コクリツリョウヨウジョナガシマアイセイエン
国立療養所星塚敬愛園	コクリツリョウヨウジョホシヅカケイアイエン
国立リヨン管弦楽団	コクリツリヨンカンゲンガクダン
