岡山県神郷油野	オカヤマケンシンゴウユノ
沖縄日通エアカーゴサービス(株)	オキナワニッツウエアカーゴサービスカブシキガイシャ
沖縄日通エアカーゴサービス株式会社	オキナワニッツウエアカーゴサービスカブシキガイシャ
沖縄日通エアカーゴサービス （株）	オキナワニッツウエアカーゴサービスカブシキガイシャ
沖縄日通エアカーゴサービス 株式会社	オキナワニッツウエアカーゴサービスカブシキガイシャ
沖縄日報	オキナワニッポウ
オキナワネズミ	オキナワネズミ
沖縄鼠	オキナワネズミ
沖縄熱中倶楽部	オキナワネッチュウクラブ
沖縄の奄美差別	オキナワノアマミサベツ
沖縄の歌と踊り	オキナワノウタトオドリ
沖縄の海は何色ですか	オキナワノウミハナニイロデスカ
沖縄の風	オキナワノカゼ
沖縄の産業まつり	オキナワノサンギョウマツリ
オキナワの少年	オキナワノショウネン
沖縄の成人式	オキナワノセイジンシキ
沖縄の比嘉	オキナワノヒガ
沖縄の復帰に伴う特別措置に関する法律	オキナワノフッキニトモナウトクベツソチニカンスルホウリツ
沖縄の不都合な真実	オキナワノフツゴウナシンジツ
沖縄の弁護士資格者等に対する本邦の弁護士資格等の付与に関する特別措置法	オキナワノベンゴシシカクシャトウニタイスルホンポウノベンゴシシカクトウノフヨニカンスルトクベツソチホウ
おきなわのホームソング	オキナワノホームソング
沖縄のラーメン文化	オキナワノラーメンブンカ
沖縄のロゼッタストーン	オキナワノロゼッタストーン
沖縄ノート	オキナワノート
オキナワハイネズ	オキナワハイネズ
沖縄南風原町	オキナワハエバルチョウ
沖縄・南風原町	オキナワハエバルチョウ
オキナワハツカネズミ	オキナワハツカネズミ
沖縄鼷鼠	オキナワハツカネズミ
おきなわ花食	オキナワハナショク
おきなわ花と食のフェスティバル	オキナワハナトショクノフェスティバル
オキナワハマサンゴ	オキナワハマサンゴ
沖縄ハム総合食品	オキナワハムソウゴウショクヒン
沖縄ハム総合食品株式会社	オキナワハムソウゴウショクヒンカブシキガイシャ
沖縄バス	オキナワバス
沖縄バス大城駐車場	オキナワバスオオシロチュウシャジョウ
沖縄バス親慶原出張所	オキナワバスオヤケバルシュッチョウショ
沖縄バス株式会社	オキナワバスカブシキガイシャ
沖縄バス経塚駐車場	オキナワバスキョウヅカチュウシャジョウ
沖縄バスケットボール	オキナワバスケットボール
沖縄バス真志喜駐車場	オキナワバスマシキチュウシャジョウ
沖縄バス新原駐車場	オキナワバスミーバルチュウシャジョウ
沖縄バプテスト連盟	オキナワバプテストレンメイ
沖縄バヤリース	オキナワバヤリース
沖縄薔薇苺	オキナワバライチゴ
オキナワバライチゴ	オキナワバライチゴ
沖縄パチスロ	オキナワパチスロ
オキナワヒオドシウミウシ	オキナワヒオドシウミウシ
沖縄東村	オキナワヒガシソン
沖縄・東村	オキナワヒガシソン
沖縄髭地鶏	オキナワヒゲジドリ
沖縄菱電ビルシステム株式会社	オキナワヒシデンビルシステムカブシキガイシャ
沖縄菱電ビルシステム（株）	オキナワヒシデンビルシステムカブシキガイシャ
沖縄菱電ビルシステム （株）	オキナワヒシデンビルシステムカブシキガイシャ
沖縄菱電ビルシステム(株)	オキナワヒシデンビルシステムカブシキガイシャ
オキナワヒシデンビルシステムカブシキガイシャ	オキナワヒシデンビルシステムカブシキガイシャ
沖縄菱電ビルシステム 株式会社	オキナワヒシデンビルシステムカブシキガイシャ
沖縄日立ネットワークシステムズ(株)	オキナワヒタチネットワークシステムズカブシキガイシャ
沖縄日立ネットワークシステムズ （株）	オキナワヒタチネットワークシステムズカブシキガイシャ
沖縄日立ネットワークシステムズ 株式会社	オキナワヒタチネットワークシステムズカブシキガイシャ
沖縄日立ネットワークシステムズ株式会社	オキナワヒタチネットワークシステムズカブシキガイシャ
沖縄日立ネットワークシステムズ（株）	オキナワヒタチネットワークシステムズカブシキガイシャ
オキナワヒタチネットワークシステムズカブシキガイシャ	オキナワヒタチネットワークシステムズカブシキガイシャ
オキナワヒメウツギ	オキナワヒメウツギ
オキナワヒメハルゼミ	オキナワヒメハルゼミ
沖縄美少女図鑑	オキナワビショウジョズカン
沖縄ビジョン	オキナワビジョン
沖縄病院	オキナワビョウイン
沖縄ファミリーマート	オキナワファミリーマート
沖縄フィルムオフィス	オキナワフィルムオフィス
沖縄フォーク村	オキナワフォークムラ
沖縄フォーサイト株式会社	オキナワフォーサイトカブシキガイシャ
沖縄フォーサイト(株)	オキナワフォーサイトカブシキガイシャ
沖縄フォーサイト 株式会社	オキナワフォーサイトカブシキガイシャ
オキナワフォーサイトカブシキガイシャ	オキナワフォーサイトカブシキガイシャ
沖縄フォーサイト （株）	オキナワフォーサイトカブシキガイシャ
沖縄フォーサイト（株）	オキナワフォーサイトカブシキガイシャ
オキナワフグ	オキナワフグ
沖縄河豚	オキナワフグ
沖縄ふそう自動車株式会社	オキナワフソウジドウシャカブシキガイシャ
沖縄武術	オキナワブジュツ
おきなわ文学賞	オキナワブンガクショウ
沖縄文教学校	オキナワブンキョウガッコウ
沖縄プロレス	オキナワプロレス
沖縄プロレス王座	オキナワプロレスオウザ
沖縄平和運動センター	オキナワヘイワウンドウセンター
沖縄平和祈念公園	オキナワヘイワキネンコウエン
沖縄平和祈念堂	オキナワヘイワキネンドウ
沖縄平和クラブ	オキナワヘイワクラブ
沖縄ヘラルド	オキナワヘラルド
沖縄返還	オキナワヘンカン
沖縄返還協定	オキナワヘンカンキョウテイ
沖縄米軍基地	オキナワベイグンキチ
沖縄米兵少女暴行事件	オキナワベイヘイショウジョボウコウジケン
沖縄弁	オキナワベン
沖縄弁護士	オキナワベンゴシ
沖縄弁護士会	オキナワベンゴシカイ
沖縄ペプシビバレッジ	オキナワペプシビバレッジ
沖縄方言	オキナワホウゲン
沖縄放送協会	オキナワホウソウキョウカイ
沖縄放送局	オキナワホウソウキョク
沖縄北部方言	オキナワホクブホウゲン
沖縄北方相	オキナワホッポウショウ
沖縄・北方相	オキナワホッポウショウ
沖縄・北方対策庁	オキナワホッポウタイサクチョウ
沖縄北方対策庁	オキナワホッポウタイサクチョウ
沖縄北方担当大臣	オキナワホッポウタントウダイジン
沖縄・北方担当大臣	オキナワホッポウタントウダイジン
沖縄北方大臣	オキナワホッポウダイジン
沖縄・北方大臣	オキナワホッポウダイジン
沖縄本島	オキナワホントウ
沖縄本島近海地震	オキナワホントウキンカイジシン
沖縄本島のバス路線	オキナワホントウノバスロセン
オキナワホンヤドカリ	オキナワホンヤドカリ
沖縄ホーメル	オキナワホーメル
沖縄防衛局	オキナワボウエイキョク
沖縄松下ライフエレクトロニクス	オキナワマツシタライフエレクトロニクス
オキナワマツバボタン	オキナワマツバボタン
おきなわマラソン	オキナワマラソン
オキナワマリオットリゾート&スパ	オキナワマリオットリゾートスパ
オキナワマリオットリゾートスパ	オキナワマリオットリゾートスパ
沖縄丸	オキナワマル
沖縄美里郵便局	オキナワミサトユウビンキョク
沖縄三越	オキナワミツコシ
沖縄密約	オキナワミツヤク
沖縄密約事件	オキナワミツヤクジケン
沖縄密約文書	オキナワミツヤクブンショ
沖縄南インターチェンジ	オキナワミナミインターチェンジ
沖縄南大東村	オキナワミナミダイトウソン
沖縄・南大東村	オキナワミナミダイトウソン
沖縄宮古島	オキナワミヤコジマ
