若桑	ワカクワ
和歌山県山地	ワカヤマケンヤマチ
和歌山県山手	ワカヤマケンヤマテ
和歌山県山吹丁	ワカヤマケンヤマブキチョウ
和歌山県山本	ワカヤマケンヤマモト
和歌山県湯浅	ワカヤマケンユアサ
和歌山県湯浅町	ワカヤマケンユアサチョウ
和歌山県湯浅町青木	ワカヤマケンユアサチョウアオキ
和歌山県湯浅町栖原	ワカヤマケンユアサチョウスハラ
和歌山県湯浅町田	ワカヤマケンユアサチョウタ
和歌山県湯浅町別所	ワカヤマケンユアサチョウベッシヨ
和歌山県湯浅町山田	ワカヤマケンユアサチョウヤマダ
和歌山県湯浅町湯浅	ワカヤマケンユアサチョウユアサ
和歌山県湯浅町吉川	ワカヤマケンユアサチョウヨシカワ
和歌山県湯川	ワカヤマケンユカワ
和歌山県湯川町小松原	ワカヤマケンユカワチョウコマツバラ
和歌山県湯川町財部	ワカヤマケンユカワチョウタカラ
和歌山県湯川町富安	ワカヤマケンユカワチョウトミヤス
和歌山県湯川町丸山	ワカヤマケンユカワチョウマルヤマ
和歌山県湯窪	ワカヤマケンユクボ
和歌山県湯屋谷	ワカヤマケンユヤダニ
和歌山県由良町	ワカヤマケンユラチョウ
和歌山県由良町網代	ワカヤマケンユラチョウアジロ
和歌山県由良町阿戸	ワカヤマケンユラチョウアト
和歌山県由良町衣奈	ワカヤマケンユラチョウエナ
和歌山県由良町江ノ駒	ワカヤマケンユラチョウエノコマ
和歌山県由良町大引	ワカヤマケンユラチョウオオビキ
和歌山県由良町神谷	ワカヤマケンユラチョウカミヤ
和歌山県由良町小引	ワカヤマケンユラチョウコビキ
和歌山県由良町里	ワカヤマケンユラチョウサト
和歌山県由良町戸津井	ワカヤマケンユラチョウトツイ
和歌山県由良町中	ワカヤマケンユラチョウナカ
和歌山県由良町畑	ワカヤマケンユラチョウハタ
和歌山県由良町吹井	ワカヤマケンユラチョウフケイ
和歌山県由良町三尾川	ワカヤマケンユラチョウミオガワ
和歌山県由良町門前	ワカヤマケンユラチョウモンゼン
和歌山県横座	ワカヤマケンヨコザ
和歌山県横谷	ワカヤマケンヨコダニ
和歌山県横町	ワカヤマケンヨコマチ
和歌山県四郷	ワカヤマケンヨゴウ
和歌山県吉川	ワカヤマケンヨシカワ
和歌山県吉里	ワカヤマケンヨシザト
和歌山県吉田	ワカヤマケンヨシダ
和歌山県吉野	ワカヤマケンヨシノ
和歌山県吉原	ワカヤマケンヨシハラ
和歌山県吉見	ワカヤマケンヨシミ
和歌山県四筋目	ワカヤマケンヨスジメ
和歌山県寄合町	ワカヤマケンヨリアイマチ
和歌山県万町	ワカヤマケンヨロズマチ
和歌山県四番丁	ワカヤマケンヨンバンチョウ
和歌山県立有田中央高等学校	ワカヤマケンリツアリダチュウオウコウトウガッコウ
和歌山県立有田中央高等学校清水分校	ワカヤマケンリツアリダチュウオウコウトウガッコウシミズブンコウ
和歌山県立医科大	ワカヤマケンリツイカダイ
和歌山県立医科大学	ワカヤマケンリツイカダイガク
和歌山県立医科大学看護短期大学部	ワカヤマケンリツイカダイガクカンゴタンキダイガクブ
和歌山県立医科大学附属病院	ワカヤマケンリツイカダイガクフゾクビョウイン
和歌山県立医科大学附属病院紀北分院	ワカヤマケンリツイカダイガクフゾクビョウインキホクブンイン
和歌山県立伊都高等学校	ワカヤマケンリツイトコウトウガッコウ
和歌山県立伊都中央高等学校	ワカヤマケンリツイトチュウオウコウトウガッコウ
和歌山県立海南高等学校	ワカヤマケンリツカイナンコウトウガッコウ
和歌山県立海南高等学校下津分校	ワカヤマケンリツカイナンコウトウガッコウシモツブンコウ
和歌山県立海南高等学校大成校舎	ワカヤマケンリツカイナンコウトウガッコウタイセイコウシャ
和歌山県立海南高等学校美里分校	ワカヤマケンリツカイナンコウトウガッコウミサトブンコウ
和歌山県立神島高等学校	ワカヤマケンリツカシマコウトウガッコウ
和歌山県立笠田高等学校	ワカヤマケンリツカセダコウトウガッコウ
和歌山県立紀伊風土記の丘	ワカヤマケンリツキイフドキノオカ
和歌山県立紀央館高等学校	ワカヤマケンリツキオウカンコウトウガッコウ
和歌山県立貴志川高等学校	ワカヤマケンリツキシカワコウトウガッコウ
和歌山県立紀の川高等学校	ワカヤマケンリツキノカワコウトウガッコウ
和歌山県立きのくに青雲高等学校	ワカヤマケンリツキノクニセイウンコウトウガッコウ
和歌山県立紀北工業高等学校	ワカヤマケンリツキホクコウギョウコウトウガッコウ
和歌山県立紀北農芸高等学校	ワカヤマケンリツキホクノウゲイコウトウガッコウ
和歌山県立近代美術館	ワカヤマケンリツキンダイビジュツカン
和歌山県立串本高等学校	ワカヤマケンリツクシモトコウトウガッコウ
和歌山県立串本古座高等学校	ワカヤマケンリツクシモトコザコウトウガッコウ
和歌山県立熊野高等学校	ワカヤマケンリツクマノコウトウガッコウ
和歌山県立向陽高等学校	ワカヤマケンリツコウヨウコウトウ
和歌山県立向陽中学校・高等学校	ワカヤマケンリツコウヨウチュウガッコウコウトウガッコウ
和歌山県立向陽中学校高等学校	ワカヤマケンリツコウヨウチュウガッコウコウトウガッコウ
和歌山県立粉河高等学校	ワカヤマケンリツコカワコウトウガッコウ
和歌山県立こころの医療センター	ワカヤマケンリツココロノイリョウセンター
和歌山県立古佐田丘中学校橋本高等学校	ワカヤマケンリツコサダガオカチュウガッコウハシモトコウトウガッコウ
和歌山県立古佐田丘中学校・橋本高等学校	ワカヤマケンリツコサダガオカチュウガッコウハシモトコウトウガッコウ
和歌山県立古座高等学校	ワカヤマケンリツコザコウトウガッコウ
和歌山県立自然博物館	ワカヤマケンリツシゼンハクブツカン
和歌山県立新宮高等学校	ワカヤマケンリツシングウコウトウガッコウ
和歌山県立新宮高等技術専門校	ワカヤマケンリツシングウコウトウギジュツセンモンコウ
和歌山県立新翔高等学校	ワカヤマケンリツシンショウコウトウガッコウ
和歌山県立青陵高等学校	ワカヤマケンリツセイリョウコウトウガッコウ
和歌山県立星林高等学校	ワカヤマケンリツセイリンコウトウガッコウ
和歌山県立体育館	ワカヤマケンリツタイイクカン
和歌山県立耐久高等学校	ワカヤマケンリツタイキュウコウトウガッコウ
和歌山県立田辺工業高等学校	ワカヤマケンリツタナベコウギョウコウトウガッコウ
和歌山県立田辺中学校・高等学校	ワカヤマケンリツタナベチュウガッコウコウトウガッコウ
和歌山県立田辺中学校高等学校	ワカヤマケンリツタナベチュウガッコウコウトウガッコウ
和歌山県立桐蔭高等学校	ワカヤマケンリツトウインコウトウガッコウ
和歌山県立桐蔭中学校	ワカヤマケンリツトウインチュウガッコウ
和歌山県立桐蔭中学校高等学校	ワカヤマケンリツトウインチュウガッコウコウトウガッコウ
和歌山県立桐蔭中学校・高等学校	ワカヤマケンリツトウインチュウガッコウコウトウガッコウ
和歌山県立那賀高等学校	ワカヤマケンリツナガコウトウガッコウ
和歌山県立南紀高等学校	ワカヤマケンリツナンキコウトウガッコウ
和歌山県立南紀高等学校周参見分校	ワカヤマケンリツナンキコウトウガッコウスサミブンコウ
和歌山県立博物館	ワカヤマケンリツハクブツカン
和歌山県立橋本体育館	ワカヤマケンリツハシモトタイイクカイカン
和歌山県立日高高等学校	ワカヤマケンリツヒダカコウトウガッコウ
和歌山県立日高高等学校中津分校	ワカヤマケンリツヒダカコウトウガッコウナカツブンコウ
和歌山県立日高高等学校附属中学校	ワカヤマケンリツヒダカコウトウガッコウフゾクチュウガッコウ
和歌山県立日高高等学校・附属中学校	ワカヤマケンリツヒダカコウトウガッコウフゾクチュウガッコウ
和歌山県立武道館	ワカヤマケンリツブドウカン
和歌山県立南部高等学校	ワカヤマケンリツミナベコウトウガッコウ
和歌山県立南部高等学校龍神分校	ワカヤマケンリツミナベコウトウガッコウリュウジンブンコウ
和歌山県立箕島高等学校	ワカヤマケンリツミノシマコウトウ
和歌山県立箕島高等学校	ワカヤマケンリツミノシマコウトウガッコウ
和歌山県立箕島高等学校宮原校舎	ワカヤマケンリツミノシマコウトウガッコウミヤハラコウシャ
和歌山県立陵雲高等学校	ワカヤマケンリツリョウウンコウトウガッコウ
和歌山県立和歌山北高等学校	ワカヤマケンリツワカヤマキタコウトウガッコウ
和歌山県立和歌山北高等学校西校舎	ワカヤマケンリツワカヤマキタコウトウガッコウニシコウシャ
和歌山県立和歌山工業高等学校	ワカヤマケンリツワカヤマコウギョウコウトウガッコウ
和歌山県立和歌山交通公園	ワカヤマケンリツワカヤマコウツウコウエン
和歌山県立和歌山高等学校	ワカヤマケンリツワカヤマコウトウガッコウ
和歌山県立和歌山高等女学校	ワカヤマケンリツワカヤマコウトウジョガッコウ
和歌山県立和歌山商業高等学校	ワカヤマケンリツワカヤマショウギョウコウトウガッコウ
和歌山県立和歌山第二工業高等学校	ワカヤマケンリツワカヤマダイニコウギョウコウトウガッコウ
和歌山県立和歌山西高等学校	ワカヤマケンリツワカヤマニシコウトウガッコウ
和歌山県立和歌山東高等学校	ワカヤマケンリツワカヤマヒガシコウトウガッコウ
和歌山県立和歌山ろう学校	ワカヤマケンリツワカヤマロウガッコウ
和歌山県龍神村小家	ワカヤマケンリュウジンムラオイエ
和歌山県龍神村甲斐ノ川	ワカヤマケンリュウジンムラカイノガワ
和歌山県龍神村小又川	ワカヤマケンリュウジンムラコマタガワ
和歌山県龍神村殿原	ワカヤマケンリュウジンムラトノハラ
和歌山県龍神村西	ワカヤマケンリュウジンムラニシ
和歌山県龍神村丹生ノ川	ワカヤマケンリュウジンムラニュウノガワ
和歌山県龍神村東	ワカヤマケンリュウジンムラヒガシ
和歌山県龍神村広井原	ワカヤマケンリュウジンムラヒロイハラ
和歌山県龍神村福井	ワカヤマケンリュウジンムラフクイ
和歌山県龍神村三ツ又	ワカヤマケンリュウジンムラミツマタ
和歌山県龍神村宮代	ワカヤマケンリュウジンムラミヤシロ
和歌山県龍神村安井	ワカヤマケンリュウジンムラヤスイ
和歌山県龍神村柳瀬	ワカヤマケンリュウジンムラヤナセ
和歌山県龍神村湯ノ又	ワカヤマケンリュウジンムラユノマタ
和歌山県龍神村龍神	ワカヤマケンリュウジンムラリュウジン
和歌山県六番丁	ワカヤマケンロクバンチョウ
和歌山県和歌浦中	ワカヤマケンワカウラナカ
和歌山県和歌浦西	ワカヤマケンワカウラニシ
和歌山県和歌浦東	ワカヤマケンワカウラヒガシ
和歌山県和歌浦南	ワカヤマケンワカウラミナミ
和歌山県和歌川町	ワカヤマケンワカガワチョウ
